example_id                                                 | status | run_time        |
./spec/ideasbugs/locales_spec.rb[1:19:2]             | passed | 0.00045 seconds |
./spec/ideasbugs/locales_spec.rb[1:19:3]             | passed | 0.00035 seconds |
./spec/ideasbugs/locales_spec.rb[1:20:1]             | passed | 0.00041 seconds |
./spec/ideasbugs/locales_spec.rb[1:20:2]             | passed | 0.00024 seconds |
./spec/ideasbugs/locales_spec.rb[1:20:3]             | passed | 0.00048 seconds |
./spec/ideasbugs/locales_spec.rb[1:21:1]             | passed | 0.00022 seconds |
./spec/ideasbugs/locales_spec.rb[1:21:2]             | passed | 0.0002 seconds  |
./spec/ideasbugs/locales_spec.rb[1:21:3]             | passed | 0.00039 seconds |
./spec/ideasbugs/locales_spec.rb[1:22:1]             | passed | 0.00025 seconds |
./spec/ideasbugs/locales_spec.rb[1:22:2]             | passed | 0.00025 seconds |
./spec/ideasbugs/locales_spec.rb[1:22:3]             | passed | 0.00057 seconds |
./spec/ideasbugs/locales_spec.rb[1:23:1]             | passed | 0.00027 seconds |
./spec/ideasbugs/locales_spec.rb[1:23:2]             | passed | 0.00037 seconds |
./spec/ideasbugs/locales_spec.rb[1:23:3]             | passed | 0.00027 seconds |
./spec/ideasbugs/locales_spec.rb[1:24:1]             | passed | 0.00021 seconds |
./spec/ideasbugs/locales_spec.rb[1:24:2]             | passed | 0.00024 seconds |
./spec/ideasbugs/locales_spec.rb[1:24:3]             | passed | 0.00045 seconds |
./spec/ideasbugs/locales_spec.rb[1:25:1]             | passed | 0.00024 seconds |
./spec/ideasbugs/locales_spec.rb[1:25:2]             | passed | 0.00023 seconds |
./spec/ideasbugs/locales_spec.rb[1:25:3]             | passed | 0.00034 seconds |
./spec/ideasbugs/locales_spec.rb[1:26:1]             | passed | 0.00066 seconds |
./spec/ideasbugs/locales_spec.rb[1:26:2]             | passed | 0.00028 seconds |
./spec/ideasbugs/locales_spec.rb[1:26:3]             | passed | 0.0003 seconds  |
./spec/ideasbugs/locales_spec.rb[1:27:1]             | passed | 0.00023 seconds |
./spec/ideasbugs/locales_spec.rb[1:27:2]             | passed | 0.00034 seconds |
./spec/ideasbugs/locales_spec.rb[1:27:3]             | passed | 0.00027 seconds |
./spec/ideasbugs/widget_spec.rb[1:1]                 | passed | 0.00028 seconds |
./spec/ideasbugs/widget_spec.rb[1:2:1]               | passed | 0.00024 seconds |
./spec/ideasbugs/widget_spec.rb[1:2:2]               | passed | 0.00023 seconds |
./spec/ideasbugs/widget_spec.rb[1:2:3]               | passed | 0.00024 seconds |
./spec/ideasbugs/widget_spec.rb[1:2:4]               | passed | 0.00035 seconds |
./spec/ideasbugs/widget_spec.rb[1:2:5]               | passed | 0.00029 seconds |
./spec/ideasbugs_spec.rb[1:1]                        | passed | 0.00048 seconds |
./spec/ideasbugs_spec.rb[1:2:1]                      | passed | 0.00014 seconds |
./spec/ideasbugs_spec.rb[1:2:2]                      | passed | 0.00016 seconds |
./spec/ideasbugs_spec.rb[1:3:1]                      | passed | 0.00016 seconds |
./spec/ideasbugs_spec.rb[1:3:2]                      | passed | 0.00023 seconds |
./spec/ideasbugs_spec.rb[1:4:1]                      | passed | 0.00069 seconds |
./spec/ideasbugs_spec.rb[1:4:2]                      | passed | 0.0002 seconds  |
./spec/ideasbugs_spec.rb[1:4:3]                      | passed | 0.00054 seconds |
./spec/models/ideasbugs/feedback_spec.rb[1:1]        | passed | 0.00024 seconds |
./spec/models/ideasbugs/feedback_spec.rb[1:2]        | passed | 0.00409 seconds |
./spec/models/ideasbugs/feedback_spec.rb[1:3]        | passed | 0.00015 seconds |
./spec/models/ideasbugs/feedback_spec.rb[1:4]        | passed | 0.0002 seconds  |
./spec/models/ideasbugs/feedback_spec.rb[1:5]        | passed | 0.00058 seconds |
./spec/models/ideasbugs/feedback_spec.rb[1:6]        | passed | 0.02266 seconds |
./spec/requests/ideasbugs/dashboard_spec.rb[1:1:1]   | passed | 0.00056 seconds |
./spec/requests/ideasbugs/dashboard_spec.rb[1:1:2]   | passed | 0.00095 seconds |
./spec/requests/ideasbugs/dashboard_spec.rb[1:1:3]   | passed | 0.00269 seconds |
./spec/requests/ideasbugs/dashboard_spec.rb[1:2:1]   | passed | 0.00318 seconds |
./spec/requests/ideasbugs/dashboard_spec.rb[1:2:2]   | passed | 0.00287 seconds |
./spec/requests/ideasbugs/dashboard_spec.rb[1:2:3]   | passed | 0.0268 seconds  |
./spec/requests/ideasbugs/dashboard_spec.rb[1:2:4]   | passed | 0.00237 seconds |
./spec/requests/ideasbugs/dashboard_spec.rb[1:2:5]   | passed | 0.00133 seconds |
./spec/requests/ideasbugs/dashboard_spec.rb[1:2:6]   | passed | 0.00441 seconds |
./spec/requests/ideasbugs/dashboard_spec.rb[1:2:7]   | passed | 0.00431 seconds |
./spec/requests/ideasbugs/dashboard_spec.rb[1:2:8]   | passed | 0.11117 seconds |
./spec/requests/ideasbugs/dashboard_spec.rb[1:2:9]   | passed | 0.00422 seconds |
./spec/requests/ideasbugs/dashboard_spec.rb[1:2:10]  | passed | 0.0015 seconds  |
./spec/requests/ideasbugs/feedbacks_spec.rb[1:1:1]   | passed | 0.00097 seconds |
./spec/requests/ideasbugs/feedbacks_spec.rb[1:1:2]   | passed | 0.0008 seconds  |
./spec/requests/ideasbugs/feedbacks_spec.rb[1:1:3]   | passed | 0.00078 seconds |
./spec/requests/ideasbugs/feedbacks_spec.rb[1:1:4]   | passed | 0.0008 seconds  |
./spec/requests/ideasbugs/feedbacks_spec.rb[1:1:5]   | passed | 0.00109 seconds |
./spec/requests/ideasbugs/feedbacks_spec.rb[1:1:6]   | passed | 0.00077 seconds |
./spec/requests/ideasbugs/feedbacks_spec.rb[1:1:7]   | passed | 0.00638 seconds |
./spec/requests/ideasbugs/feedbacks_spec.rb[1:1:8]   | passed | 0.00049 seconds |
./spec/requests/ideasbugs/feedbacks_spec.rb[1:1:9:1] | passed | 0.00322 seconds |
./spec/requests/ideasbugs/feedbacks_spec.rb[1:1:9:2] | passed | 0.00135 seconds |
./spec/requests/ideasbugs/feedbacks_spec.rb[1:1:9:3] | passed | 0.00128 seconds |
./spec/requests/ideasbugs/feedbacks_spec.rb[1:1:9:4] | passed | 0.00129 seconds |
./spec/requests/ideasbugs/feedbacks_spec.rb[1:1:9:5] | passed | 0.00101 seconds |
./spec/requests/ideasbugs/feedbacks_spec.rb[1:1:9:6] | passed | 0.00073 seconds |
./spec/requests/ideasbugs/widget_tag_spec.rb[1:1]    | passed | 0.00078 seconds |
./spec/requests/ideasbugs/widget_tag_spec.rb[1:2]    | passed | 0.00218 seconds |
./spec/system/widget_spec.rb[1:1]                          | passed | 0.28595 seconds |
./spec/system/widget_spec.rb[1:2]                          | passed | 0.1816 seconds  |
./spec/system/widget_spec.rb[1:3]                          | passed | 0.12628 seconds |
./spec/system/widget_spec.rb[1:4]                          | passed | 0.10491 seconds |
./spec/system/widget_spec.rb[1:5]                          | passed | 0.1091 seconds  |
./spec/system/widget_spec.rb[1:6]                          | passed | 7.66 seconds    |
./spec/system/widget_spec.rb[1:7]                          | passed | 0.17293 seconds |
